page,line_num,text,fontname,size,x0,x1,y0,y1
11,15,Tabel 4.32 Perhitungan manual TF korpus kualifikasi lowongan kerja ................ 73 ,BCDEEE+Calibri,12.0,113.42,512.572,321.89,333.89
11,16,Tabel 4.33 Perhitungan manual IDF korpus kualifikasi lowongan kerja ............... 76 ,BCDEEE+Calibri,12.0,113.42,512.572,301.25,313.25
11,17,Tabel 4.34 Perhitungan manual TF-IDF korpus kualifikasi lowongan kerja .......... 78 ,BCDEEE+Calibri,12.0,113.42,512.572,280.61,292.61
11,18,Tabel 4.35 Perhitungan manual TF-IDF korpus kualifikasi lowongan kerja setelah normalisasi ............................................................................................................ 80 ,BCDEEE+Calibri,12.0,113.42,512.822,245.3,271.97
11,19,Tabel 4.36 Perhitungan manual one-hot encoding ............................................... 83 ,BCDEEE+Calibri,12.0,113.42,512.572,224.66,236.66
11,20,Tabel 4.37 Bobot input layer-hidden layer ............................................................ 85 ,BCDEEE+Calibri,12.0,113.42,512.572,204.02,216.02
11,21,Tabel 4.38 Bobot hidden layer-output layer ......................................................... 86 ,BCDEEE+Calibri,12.0,113.42,512.572,183.38,195.38
11,22,Tabel 4.39 Bobot hidden layer-output layer ......................................................... 86 ,BCDEEE+Calibri,12.0,113.42,512.572,162.74,174.74
11,23,Tabel 4.40 Bobot hidden layer-output layer ......................................................... 86 ,BCDEEE+Calibri,12.0,113.42,512.572,142.1,154.1
11,24,Tabel 4.41 Bobot hidden layer-output layer ......................................................... 86 ,BCDEEE+Calibri,11.999999999999986,113.42,512.572,121.46,133.45999999999998
11,25,Tabel 4.42 Pembaharuan bobot input layer-hidden layer .................................... 91 ,BCDEEE+Calibri,12.0,113.42,512.572,100.82,112.82
11,26,xi ,BCDEEE+Calibri,9.96,308.59,317.44096,47.669999999999995,57.629999999999995
12,1,Tabel 4.43 Pembaharuan bobot input layer-output layer .................................... 92 ,BCDEEE+Calibri,12.0,113.42,512.572,728.26,740.26
12,2,Tabel 4.44 Pembaharuan bobot input layer-output layer .................................... 93 ,BCDEEE+Calibri,12.0,113.42,512.572,707.62,719.62
12,3,Tabel 4.45 Pembaharuan bobot input layer-output layer .................................... 93 ,BCDEEE+Calibri,12.0,113.42,512.572,686.98,698.98
12,4,Tabel 4.46 Pembaharuan bobot input layer-output layer .................................... 93 ,BCDEEE+Calibri,12.0,113.42,512.572,666.34,678.34
12,5,Tabel 4.47 Data sampel perhitungan manual similaritas ..................................... 94 ,BCDEEE+Calibri,12.0,113.42,512.572,645.7,657.7
12,6,Tabel 4.48 Vektor TF-IDF perhitungan manual Improved Sqrt-Cosine Similarity . 95 ,BCDEEE+Calibri,12.0,113.42,512.572,625.06,637.06
12,7,Tabel  4.49  Hasil  skor  similaritas  resume  ID  15265464  perhitungan  manual Improved Sqrt-Cosine Similarity ............................................................................ 96 ,BCDEEE+Calibri,12.0,113.42,512.684,589.66,616.3
12,8,"Tabel 4.50 Bobot section kategori industri ""TEACHER"" ........................................ 96 ",BCDEEE+Calibri,12.0,113.42,512.572,568.99,580.99
12,9,Tabel 4.51 Vektor Word2Vec perhitungan manual Cosine Similarity .................. 97 ,BCDEEE+Calibri,12.0,113.42,512.572,548.35,560.35
12,10,Tabel 4.52 Hasil skor similaritas resume ID 15265464 perhitungan manual Cosine Similarity................................................................................................................ 98 ,BCDEEE+Calibri,12.0,113.42,513.052,513.07,539.71
12,11,Tabel 4.53 Vektor Word2Vec perhitungan manual Improved Sqrt-Cosine Similarity ............................................................................................................................... 99 ,BCDEEE+Calibri,12.0,113.42,512.572,477.79,504.43
12,12,Tabel  4.54  Hasil  skor  similaritas  resume  ID  15265464  perhitungan  manual Improved Sqrt-Cosine Similarity .......................................................................... 100 ,BCDEEE+Calibri,12.0,113.42,512.684,442.51,469.15
12,13,Tabel  4.55  Peringkat  1-5  resume  dengan  skor  similaritas  terbesar  untuk perhitungan manual SRCC ................................................................................... 102 ,BCDEEE+Calibri,12.0,113.42,512.81,407.21,433.87
12,14,Tabel 4.56 Selisih peringkat 1-5 resume perhitungan manual SRCC .................. 102 ,BCDEEE+Calibri,12.0,113.42,512.572,386.57,398.57
12,15,Tabel 4.57 Peringkat 1-5 resume dengan hasil evaluasi relevansi dan senioritas ahli terbesar untuk perhitungan manual ................................................................... 103 ,BCDEEE+Calibri,12.0,113.42,512.8340000000001,351.29,377.93
12,16,Tabel 6.1 Hasil pengujian berwarna hijau skenario tanpa bobot section ........... 156 ,BCDEEE+Calibri,12.0,113.42,512.572,330.53,342.53
12,17,Tabel 6.2 Hasil pengujian berwarna merah skenario tanpa bobot section ........ 157 ,BCDEEE+Calibri,12.0,113.42,512.572,309.89,321.89
12,18,Tabel 6.3 Hasil pengujian berwarna hijau skenario dengan bobot section ........ 158 ,BCDEEE+Calibri,12.0,113.42,512.572,289.25,301.25
12,19,Tabel 6.4 Hasil pengujian berwarna merah skenario dengan bobot section ..... 158 ,BCDEEE+Calibri,12.0,113.42,512.572,268.61,280.61
12,20,Tabel 6.5 Weighted score keseluruhan pendekatan dan skenario ..................... 159 ,BCDEEE+Calibri,12.0,113.42,512.572,247.94,259.94
12,21,Tabel 6.6 Urutan pendekatan berdasarkan weighted score tertinggi ................ 159 ,BCDEEE+Calibri,12.0,113.42,512.572,227.3,239.3
12,22,Tabel 6.7 Perhitungan rata-rata parameter setiap pendekatan dan skenario ... 160 ,BCDEEE+Calibri,12.0,113.42,512.572,206.66,218.66
12,23,Tabel  6.8  Perhitungan  similaritas  antar  term  Word2Vec  vektor  nilai  asli  dengan vektor nilai absolut .............................................................................................. 161 ,BCDEEE+Calibri,12.0,113.42,512.9019999999999,171.38,198.02
12,24,xii ,BCDEEE+Calibri,9.96,307.39,318.52096,47.669999999999995,57.629999999999995
13,1,DAFTAR GAMBAR ,BCDHEE+Calibri-Bold,15.960000000000036,252.41,374.95696000000004,723.43,739.39
13,2,Gambar 2.1 Pengelompokan text similarity measure ............................................ 8 ,BCDEEE+Calibri,12.0,113.42,512.572,690.7,702.7
13,3,Gambar 2.2 Arsitektur pendekatan Skip-gram ..................................................... 12 ,BCDEEE+Calibri,12.0,113.42,512.572,670.06,682.06
13,4,Gambar 3.1 Struktur proses implementasi pemeringkatan similaritas resume dan kualifikasi lowongan kerja ..................................................................................... 19 ,BCDEEE+Calibri,12.0,113.42,512.7439999999999,634.78,661.42
13,5,Gambar 4.1 Diagram alur ekstraksi section .......................................................... 21 ,BCDEEE+Calibri,12.0,113.42,512.572,614.14,626.14
13,6,Gambar 4.2 Diagram alur ekstraksi section .......................................................... 22 ,BCDEEE+Calibri,12.0,113.42,512.572,593.5,605.5
13,7,Gambar 4.3 Diagram alur ekstraksi section .......................................................... 23 ,BCDEEE+Calibri,12.0,113.42,512.572,572.83,584.83
13,8,Gambar 4.4 Diagram alur ekstraksi section .......................................................... 24 ,BCDEEE+Calibri,12.0,113.42,512.572,552.19,564.19
13,9,Gambar 4.5 Diagram alur preprocessing isian resume ......................................... 25 ,BCDEEE+Calibri,12.0,113.42,512.572,531.55,543.55
13,10,Gambar 4.6 Diagram alur preprocessing isian resume ......................................... 26 ,BCDEEE+Calibri,12.0,113.42,512.572,510.90999999999997,522.91
13,11,Gambar 4.7 Diagram alur preprocessing penamaan section resume ................... 28 ,BCDEEE+Calibri,12.0,113.42,512.572,490.15,502.15
13,12,Gambar 4.8 Diagram alur preprocessing isian kualifikasi lowongan kerja ........... 29 ,BCDEEE+Calibri,12.0,113.42,512.572,469.51,481.51
13,13,Gambar 4.9 Diagram alur TF-IDF ........................................................................... 30 ,BCDEEE+Calibri,12.0,113.42,512.572,448.87,460.87
13,14,Gambar 4.10 Diagram alur TF-IDF ......................................................................... 31 ,BCDEEE+Calibri,12.0,113.42,512.572,428.23,440.23
13,15,Gambar 4.11 Diagram alur TF-IDF ......................................................................... 32 ,BCDEEE+Calibri,12.0,113.42,512.572,407.57,419.57
13,16,Gambar 4.12 Diagram alur Word2Vec .................................................................. 33 ,BCDEEE+Calibri,12.0,113.42,512.572,386.93,398.93
13,17,Gambar 4.13 Diagram alur Word2Vec .................................................................. 34 ,BCDEEE+Calibri,12.0,113.42,512.572,366.29,378.29
13,18,Gambar 4.14 Diagram alur Word2Vec .................................................................. 35 ,BCDEEE+Calibri,12.0,113.42,512.572,345.65,357.65
13,19,Gambar 4.15 Diagram alur Improved Sqrt-Cosine Similarity ................................ 36 ,BCDEEE+Calibri,12.0,113.42,512.572,325.01,337.01
13,20,Gambar 4.16 Diagram alur Improved Sqrt-Cosine Similarity ................................ 37 ,BCDEEE+Calibri,12.0,113.42,512.572,304.37,316.37
13,21,Gambar 4.17 Diagram alur Cosine Similarity ........................................................ 38 ,BCDEEE+Calibri,12.0,113.42,512.572,283.73,295.73
13,22,Gambar 4.18 Diagram alur Cosine Similarity ........................................................ 39 ,BCDEEE+Calibri,12.0,113.42,512.572,263.09,275.09
13,23,Gambar 4.19 Diagram alur Spearman Rank Correlation Coefficient .................... 40 ,BCDEEE+Calibri,12.0,113.42,512.572,242.42,254.42
13,24,Gambar 4.20 Diagram alur Spearman Rank Correlation Coefficient .................... 41 ,BCDEEE+Calibri,12.0,113.42,512.572,221.78,233.78
13,25,Gambar 4.21 Diagram alur relevansi dan senioritas ............................................. 42 ,BCDEEE+Calibri,12.0,113.42,512.572,201.02,213.02
13,26,Gambar 4.22 Diagram alur relevansi dan senioritas ........................................... 43 ,BCDHEE+Calibri-Bold,12.0,113.42,512.572,180.38,192.38
13,27,Gambar 4.23 Pasangan target-konteks Word2Vec Skip-gram ............................. 83 ,BCDEEE+Calibri,12.0,113.42,512.572,159.74,171.74
13,28,Gambar 6.1 Cuplikan template spreadsheet evaluasi ahli .................................. 150 ,BCDEEE+Calibri,12.0,113.42,512.572,139.1,151.1
13,29,Gambar 6.2 Cuplikan template spreadsheet evaluasi ahli .................................. 151 ,BCDEEE+Calibri,11.999999999999986,113.42,512.572,118.46,130.45999999999998
13,30,Gambar 6.3 Cuplikan spreadsheet hasil evaluasi ahli ......................................... 151 ,BCDEEE+Calibri,12.0,113.42,512.572,97.82,109.82
13,31,xiii ,BCDEEE+Calibri,9.96,306.31,319.72096000000005,47.669999999999995,57.629999999999995
14,1,Gambar 6.4 Hasil descriptive statistics SPSS ....................................................... 152 ,BCDEEE+Calibri,12.0,113.42,512.572,728.26,740.26
14,2,Gambar 6.5 Visualisasi nilai korelasi ................................................................... 153 ,BCDEEE+Calibri,12.0,113.42,512.572,707.62,719.62
14,3,Gambar 6.6 Visualisasi persentase relevansi ...................................................... 154 ,BCDEEE+Calibri,12.0,113.42,512.572,686.98,698.98
14,4,Gambar 6.7 Visualisasi persentase senioritas ..................................................... 155 ,BCDEEE+Calibri,12.0,113.42,512.572,666.34,678.34
14,5,Gambar 6.8 Visualisasi pergeseran posisi term Word2Vec vektor nilai asli dengan vektor nilai absolut .............................................................................................. 161 ,BCDEEE+Calibri,12.0,113.42,512.902,631.06,657.7
14,6,Gambar 6.9 Visualisasi pergeseran posisi term Word2Vec vektor nilai asli dengan vektor nilai absolut .............................................................................................. 162 ,BCDEEE+Calibri,12.0,113.42,512.902,595.66,622.3
14,7,Gambar 6.10 Grafik garis tiga parameter setiap kualifikasi lowongan kerja ...... 163 ,BCDEEE+Calibri,12.0,113.42,512.572,574.99,586.99
14,8,xiv ,BCDEEE+Calibri,9.96,306.31,319.72096000000005,47.669999999999995,57.629999999999995
15,1,DAFTAR LAMPIRAN ,BCDHEE+Calibri-Bold,15.960000000000036,246.89,380.35696,723.43,739.39
15,2,LAMPIRAN A SURAT PERNYATAAN VALIDITAS ................................................... 171 ,BCDEEE+Calibri,12.0,113.42,512.572,670.42,682.42
15,3,LAMPIRAN B BOBOT PER SECTION BERDASARKAN INDUSTRI ............................ 172 ,BCDEEE+Calibri,12.0,113.42,512.572,649.78,661.78
15,4,LAMPIRAN  C  HASIL  PEMERINGKATAN  LIMA  RESUME  PER  KUALIFIKASI LOWONGAN KERJA ............................................................................................. 180 ,BCDEEE+Calibri,12.0,113.42,512.572,614.5,641.14
15,5,C.1 Tanpa Bobot - TF-IDF dan Improved Sqrt-Cosine Similarity............... 180 ,BCDEEE+Calibri,12.0,147.38,512.572,593.86,605.86
15,6,C.2 Tanpa Bobot - Word2Vec dan Cosine Similarity ................................ 190 ,BCDEEE+Calibri,12.0,147.38,512.572,573.19,585.19
15,7,C.3 Tanpa Bobot - Word2Vec dan Improved Sqrt-Cosine Similarity ........ 201 ,BCDEEE+Calibri,12.0,147.38,512.572,552.55,564.55
15,8,C.4 Dengan Bobot - TF-IDF dan Improved Sqrt-Cosine Similarity ............ 211 ,BCDEEE+Calibri,12.0,147.38,512.572,531.91,543.91
15,9,C.5 Dengan Bobot - Word2Vec dan Cosine Similarity ............................. 220 ,BCDEEE+Calibri,12.0,147.38,512.572,511.27,523.27
15,10,C.6 Dengan Bobot - Word2Vec dan Improved Sqrt-Cosine Similarity ................................................................................................................. 231 ,BCDEEE+Calibri,12.0,147.38,512.572,475.99,502.63
15,11,LAMPIRAN  D  GRAFIK  GARIS  TIGA  PARAMETER  SETIAP  KUALIFIKASI LOWONGAN KERJA ............................................................................................. 242 ,BCDEEE+Calibri,12.0,113.42,512.572,440.71,467.35
15,12,xv ,BCDEEE+Calibri,9.96,307.39,318.52096,47.669999999999995,57.629999999999995
16,1, BAB 1 PENDAHULUAN ,BCDOEE+Arial-BoldMT,15.959999999999923,223.49,403.75696,737.59,754.1884
16,2,"Bab  pendahuluan  membahas  mengenai  latar  belakang  penelitian,  rumusan masalah,  tujuan,  manfaat,  batasan  masalah,  serta  sistematika  pembahasan  dari penelitian ini. ",BCDEEE+Calibri,12.0,113.42,512.938,675.58,716.86
16,3, 1.1 Latar Belakang ,BCDOEE+Arial-BoldMT,14.039999999999964,113.42,238.42304,646.51,661.1116
16,4,"Tingkat  pengangguran  yang  tinggi  merupakan  salah  satu  tantangan  utama yang  dihadapi  Indonesia.  Masalah  ini  tidak  hanya  mempengaruhi  kondisi perekonomian,  tetapi  juga  kesejahteraan  sosial  masyarakat.  Perkembangan ketenagakerjaan  sangat  penting  bagi  stabilitas  ekonomi,  dan  setiap  hambatan dalam aspek ini dapat berdampak negatif pada upaya meningkatkan taraf hidup masyarakat. ",BCDEEE+Calibri,12.0,113.42,512.95,552.67,637.9
